"TIME","GEO","VEHICLE","UNIT","Value","Flag and Footnotes"
"2013","Austria","Motorcycles","Number","449,000",""
"2013","Austria","Motorcycles","Per thousand inhabitants",":",""
"2013","Austria","Passenger cars","Number","4,641,000",""
"2013","Austria","Passenger cars","Per thousand inhabitants","546",""
"2013","Austria","Motor coaches, buses and trolley buses","Number","10,000",""
"2013","Austria","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2013","Austria","Special vehicles","Number","549,000",""
"2013","Austria","Special vehicles","Per thousand inhabitants",":",""
"2013","Poland","All vehicles (except trailers and motorcycles)","Number","22,896,800",""
"2013","Poland","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2013","Poland","Total utility vehicles","Number","3,404,800",""
"2013","Poland","Total utility vehicles","Per thousand inhabitants",":",""
"2013","Poland","Lorries","Number","2,962,000",""
"2013","Poland","Lorries","Per thousand inhabitants",":",""
"2013","Poland","Road tractors","Number","280,400",""
"2013","Poland","Road tractors","Per thousand inhabitants",":",""
"2013","Poland","Trailers and semi-trailers","Number","930,800",""
"2013","Poland","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2013","Poland","Motorcycles","Number","1,153,200",""
"2013","Poland","Motorcycles","Per thousand inhabitants",":",""
"2013","Poland","Passenger cars","Number","19,389,400",""
"2013","Poland","Passenger cars","Per thousand inhabitants","510",""
"2013","Poland","Motor coaches, buses and trolley buses","Number","102,600",""
"2013","Poland","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2013","Poland","Special vehicles","Number","162,400",""
"2013","Poland","Special vehicles","Per thousand inhabitants",":",""
"2013","Portugal","All vehicles (except trailers and motorcycles)","Number","4,424,776",""
"2013","Portugal","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2013","Portugal","Total utility vehicles","Number","85,176",""
"2013","Portugal","Total utility vehicles","Per thousand inhabitants",":",""
"2013","Portugal","Lorries","Number","51,122",""
"2013","Portugal","Lorries","Per thousand inhabitants",":",""
"2013","Portugal","Road tractors","Number","34,054",""
"2013","Portugal","Road tractors","Per thousand inhabitants",":",""
"2013","Portugal","Trailers and semi-trailers","Number",":",""
"2013","Portugal","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2013","Portugal","Motorcycles","Number",":",""
"2013","Portugal","Motorcycles","Per thousand inhabitants",":",""
"2013","Portugal","Passenger cars","Number","4,327,500",""
"2013","Portugal","Passenger cars","Per thousand inhabitants","415",""
"2013","Portugal","Motor coaches, buses and trolley buses","Number","12,100",""
"2013","Portugal","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2013","Portugal","Special vehicles","Number",":",""
"2013","Portugal","Special vehicles","Per thousand inhabitants",":",""
"2013","Romania","All vehicles (except trailers and motorcycles)","Number","5,532,900",""
"2013","Romania","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2013","Romania","Total utility vehicles","Number","794,400",""
"2013","Romania","Total utility vehicles","Per thousand inhabitants",":",""
"2013","Romania","Lorries","Number","676,600",""
"2013","Romania","Lorries","Per thousand inhabitants",":",""
"2013","Romania","Road tractors","Number","84,900",""
"2013","Romania","Road tractors","Per thousand inhabitants",":",""
"2013","Romania","Trailers and semi-trailers","Number","304,100",""
"2013","Romania","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2013","Romania","Motorcycles","Number","95,100",""
"2013","Romania","Motorcycles","Per thousand inhabitants",":",""
"2013","Romania","Passenger cars","Number","4,695,700",""
"2013","Romania","Passenger cars","Per thousand inhabitants","235",""
"2013","Romania","Motor coaches, buses and trolley buses","Number","42,800",""
"2013","Romania","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2013","Romania","Special vehicles","Number","32,900",""
"2013","Romania","Special vehicles","Per thousand inhabitants",":",""
"2013","Slovenia","All vehicles (except trailers and motorcycles)","Number","1,164,947",""
"2013","Slovenia","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2013","Slovenia","Total utility vehicles","Number","98,687",""
"2013","Slovenia","Total utility vehicles","Per thousand inhabitants",":",""
"2013","Slovenia","Lorries","Number","75,300",""
"2013","Slovenia","Lorries","Per thousand inhabitants",":",""
"2013","Slovenia","Road tractors","Number","9,638",""
"2013","Slovenia","Road tractors","Per thousand inhabitants",":",""
"2013","Slovenia","Trailers and semi-trailers","Number","25,250",""
"2013","Slovenia","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2013","Slovenia","Motorcycles","Number","51,936",""
"2013","Slovenia","Motorcycles","Per thousand inhabitants",":",""
"2013","Slovenia","Passenger cars","Number","1,063,795",""
"2013","Slovenia","Passenger cars","Per thousand inhabitants","516",""
"2013","Slovenia","Motor coaches, buses and trolley buses","Number","2,465",""
"2013","Slovenia","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2013","Slovenia","Special vehicles","Number","13,749",""
"2013","Slovenia","Special vehicles","Per thousand inhabitants",":",""
"2013","Slovakia","All vehicles (except trailers and motorcycles)","Number","2,206,000",""
"2013","Slovakia","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2013","Slovakia","Total utility vehicles","Number","317,000",""
"2013","Slovakia","Total utility vehicles","Per thousand inhabitants",":",""
"2013","Slovakia","Lorries","Number","262,000",""
"2013","Slovakia","Lorries","Per thousand inhabitants",":",""
"2013","Slovakia","Road tractors","Number","28,000",""
"2013","Slovakia","Road tractors","Per thousand inhabitants",":",""
"2013","Slovakia","Trailers and semi-trailers","Number","251,000",""
"2013","Slovakia","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2013","Slovakia","Motorcycles","Number","74,000",""
"2013","Slovakia","Motorcycles","Per thousand inhabitants",":",""
"2013","Slovakia","Passenger cars","Number","1,880,000",""
"2013","Slovakia","Passenger cars","Per thousand inhabitants","347",""
"2013","Slovakia","Motor coaches, buses and trolley buses","Number","9,000",""
"2013","Slovakia","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2013","Slovakia","Special vehicles","Number","27,000",""
"2013","Slovakia","Special vehicles","Per thousand inhabitants",":",""
"2013","Finland","All vehicles (except trailers and motorcycles)","Number","3,753,000",""
"2013","Finland","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2013","Finland","Total utility vehicles","Number","610,100",""
"2013","Finland","Total utility vehicles","Per thousand inhabitants",":",""
"2013","Finland","Lorries","Number","526,100",""
"2013","Finland","Lorries","Per thousand inhabitants",":",""
"2013","Finland","Road tractors","Number","11,000",""
"2013","Finland","Road tractors","Per thousand inhabitants",":",""
"2013","Finland","Trailers and semi-trailers","Number","930,880",""
"2013","Finland","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2013","Finland","Motorcycles","Number","251,500",""
"2013","Finland","Motorcycles","Per thousand inhabitants",":",""
"2013","Finland","Passenger cars","Number","3,127,400",""
"2013","Finland","Passenger cars","Per thousand inhabitants","574",""
"2013","Finland","Motor coaches, buses and trolley buses","Number","15,500",""
"2013","Finland","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2013","Finland","Special vehicles","Number","73,000",""
"2013","Finland","Special vehicles","Per thousand inhabitants",":",""
"2013","Sweden","All vehicles (except trailers and motorcycles)","Number","5,086,600",""
"2013","Sweden","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2013","Sweden","Total utility vehicles","Number","577,900",""
"2013","Sweden","Total utility vehicles","Per thousand inhabitants",":",""
"2013","Sweden","Lorries","Number","551,200",""
"2013","Sweden","Lorries","Per thousand inhabitants",":",""
"2013","Sweden","Road tractors","Number","8,400",""
"2013","Sweden","Road tractors","Per thousand inhabitants",":",""
"2013","Sweden","Trailers and semi-trailers","Number","843,300",""
"2013","Sweden","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2013","Sweden","Motorcycles","Number","283,400",""
"2013","Sweden","Motorcycles","Per thousand inhabitants",":",""
"2013","Sweden","Passenger cars","Number","4,494,700",""
"2013","Sweden","Passenger cars","Per thousand inhabitants","466",""
"2013","Sweden","Motor coaches, buses and trolley buses","Number","14,000",""
"2013","Sweden","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2013","Sweden","Special vehicles","Number","18,300",""
"2013","Sweden","Special vehicles","Per thousand inhabitants",":",""
"2013","United Kingdom","All vehicles (except trailers and motorcycles)","Number",":",""
"2013","United Kingdom","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2013","United Kingdom","Total utility vehicles","Number",":",""
"2013","United Kingdom","Total utility vehicles","Per thousand inhabitants",":",""
"2013","United Kingdom","Lorries","Number","3,744,902",""
"2013","United Kingdom","Lorries","Per thousand inhabitants",":",""
"2013","United Kingdom","Road tractors","Number",":",""
"2013","United Kingdom","Road tractors","Per thousand inhabitants",":",""
"2013","United Kingdom","Trailers and semi-trailers","Number",":",""
"2013","United Kingdom","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2013","United Kingdom","Motorcycles","Number","1,106,438",""
"2013","United Kingdom","Motorcycles","Per thousand inhabitants",":",""
"2013","United Kingdom","Passenger cars","Number","29,345,923",""
"2013","United Kingdom","Passenger cars","Per thousand inhabitants","456",""
"2013","United Kingdom","Motor coaches, buses and trolley buses","Number","167,912",""
"2013","United Kingdom","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2013","United Kingdom","Special vehicles","Number",":",""
"2013","United Kingdom","Special vehicles","Per thousand inhabitants",":",""
"2013","Liechtenstein","All vehicles (except trailers and motorcycles)","Number","31,800",""
"2013","Liechtenstein","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2013","Liechtenstein","Total utility vehicles","Number","3,700",""
"2013","Liechtenstein","Total utility vehicles","Per thousand inhabitants",":",""
"2013","Liechtenstein","Lorries","Number","2,800",""
"2013","Liechtenstein","Lorries","Per thousand inhabitants",":",""
"2013","Liechtenstein","Road tractors","Number","300",""
"2013","Liechtenstein","Road tractors","Per thousand inhabitants",":",""
"2013","Liechtenstein","Trailers and semi-trailers","Number","2,900",""
"2013","Liechtenstein","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2013","Liechtenstein","Motorcycles","Number","3,202",""
"2013","Liechtenstein","Motorcycles","Per thousand inhabitants",":",""
"2013","Liechtenstein","Passenger cars","Number","28,000",""
"2013","Liechtenstein","Passenger cars","Per thousand inhabitants","754",""
"2013","Liechtenstein","Motor coaches, buses and trolley buses","Number","100",""
"2013","Liechtenstein","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2013","Liechtenstein","Special vehicles","Number","600",""
"2013","Liechtenstein","Special vehicles","Per thousand inhabitants",":",""
"2013","Norway","All vehicles (except trailers and motorcycles)","Number","2,592,000",""
"2013","Norway","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2013","Norway","Total utility vehicles","Number","90,300",""
"2013","Norway","Total utility vehicles","Per thousand inhabitants",":",""
"2013","Norway","Lorries","Number","70,900",""
"2013","Norway","Lorries","Per thousand inhabitants",":",""
"2013","Norway","Road tractors","Number","8,500",""
"2013","Norway","Road tractors","Per thousand inhabitants",":",""
"2013","Norway","Trailers and semi-trailers","Number","1,232,000",""
"2013","Norway","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2013","Norway","Motorcycles","Number","161,700",""
"2013","Norway","Motorcycles","Per thousand inhabitants",":",""
"2013","Norway","Passenger cars","Number","2,484,800",""
"2013","Norway","Passenger cars","Per thousand inhabitants","486",""
"2013","Norway","Motor coaches, buses and trolley buses","Number","16,900",""
"2013","Norway","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2013","Norway","Special vehicles","Number","10,900",""
"2013","Norway","Special vehicles","Per thousand inhabitants",":",""
"2013","Switzerland","All vehicles (except trailers and motorcycles)","Number",":",""
"2013","Switzerland","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2013","Switzerland","Total utility vehicles","Number",":",""
"2013","Switzerland","Total utility vehicles","Per thousand inhabitants",":",""
"2013","Switzerland","Lorries","Number","360,364",""
"2013","Switzerland","Lorries","Per thousand inhabitants",":",""
"2013","Switzerland","Road tractors","Number","10,997",""
"2013","Switzerland","Road tractors","Per thousand inhabitants",":",""
"2013","Switzerland","Trailers and semi-trailers","Number","263,359",""
"2013","Switzerland","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2013","Switzerland","Motorcycles","Number","582,666",""
"2013","Switzerland","Motorcycles","Per thousand inhabitants",":",""
"2013","Switzerland","Passenger cars","Number","4,320,885",""
"2013","Switzerland","Passenger cars","Per thousand inhabitants","531",""
"2013","Switzerland","Motor coaches, buses and trolley buses","Number","9,411",""
"2013","Switzerland","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2013","Switzerland","Special vehicles","Number",":",""
"2013","Switzerland","Special vehicles","Per thousand inhabitants",":",""
"2013","Turkey","All vehicles (except trailers and motorcycles)","Number","13,651,148",""
"2013","Turkey","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2013","Turkey","Total utility vehicles","Number","3,725,148",""
"2013","Turkey","Total utility vehicles","Per thousand inhabitants",":",""
"2013","Turkey","Lorries","Number","3,508,771",""
"2013","Turkey","Lorries","Per thousand inhabitants",":",""
"2013","Turkey","Road tractors","Number","180,229",""
"2013","Turkey","Road tractors","Per thousand inhabitants",":",""
"2013","Turkey","Trailers and semi-trailers","Number","242,629",""
"2013","Turkey","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2013","Turkey","Motorcycles","Number","2,183,000",""
"2013","Turkey","Motorcycles","Per thousand inhabitants",":",""
"2013","Turkey","Passenger cars","Number","9,284,000",""
"2013","Turkey","Passenger cars","Per thousand inhabitants","121",""
"2013","Turkey","Motor coaches, buses and trolley buses","Number","642,000",""
"2013","Turkey","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2013","Turkey","Special vehicles","Number","36,148",""
"2013","Turkey","Special vehicles","Per thousand inhabitants",":",""
"2014","Belgium","All vehicles (except trailers and motorcycles)","Number","6,435,004",""
"2014","Belgium","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2014","Belgium","Total utility vehicles","Number","863,529",""
"2014","Belgium","Total utility vehicles","Per thousand inhabitants",":",""
"2014","Belgium","Lorries","Number","752,266",""
"2014","Belgium","Lorries","Per thousand inhabitants",":",""
"2014","Belgium","Road tractors","Number","44,693",""
"2014","Belgium","Road tractors","Per thousand inhabitants",":",""
"2014","Belgium","Trailers and semi-trailers","Number",":",""
"2014","Belgium","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2014","Belgium","Motorcycles","Number","456,512",""
"2014","Belgium","Motorcycles","Per thousand inhabitants",":",""
"2014","Belgium","Passenger cars","Number","5,555,499",""
"2014","Belgium","Passenger cars","Per thousand inhabitants","494",""
"2014","Belgium","Motor coaches, buses and trolley buses","Number","15,976",""
"2014","Belgium","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2014","Belgium","Special vehicles","Number","66,570",""
"2014","Belgium","Special vehicles","Per thousand inhabitants",":",""
"2014","Bulgaria","All vehicles (except trailers and motorcycles)","Number","3,484,569",""
"2014","Bulgaria","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2014","Bulgaria","Total utility vehicles","Number","447,103",""
"2014","Bulgaria","Total utility vehicles","Per thousand inhabitants",":",""
"2014","Bulgaria","Lorries","Number","369,189",""
"2014","Bulgaria","Lorries","Per thousand inhabitants",":",""
"2014","Bulgaria","Road tractors","Number","42,686",""
"2014","Bulgaria","Road tractors","Per thousand inhabitants",":",""
"2014","Bulgaria","Trailers and semi-trailers","Number","61,113",""
"2014","Bulgaria","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2014","Bulgaria","Motorcycles","Number","157,017",""
"2014","Bulgaria","Motorcycles","Per thousand inhabitants",":",""
"2014","Bulgaria","Passenger cars","Number","3,013,863",""
"2014","Bulgaria","Passenger cars","Per thousand inhabitants","418",""
"2014","Bulgaria","Motor coaches, buses and trolley buses","Number","23,603",""
"2014","Bulgaria","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2014","Bulgaria","Special vehicles","Number","35,228",""
"2014","Bulgaria","Special vehicles","Per thousand inhabitants",":",""
"2014","Czechia","All vehicles (except trailers and motorcycles)","Number","5,501,263",""
"2014","Czechia","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2014","Czechia","Total utility vehicles","Number","647,366",""
"2014","Czechia","Total utility vehicles","Per thousand inhabitants",":",""
"2014","Czechia","Lorries","Number","608,711",""
"2014","Czechia","Lorries","Per thousand inhabitants",":",""
"2014","Czechia","Road tractors","Number","6,621",""
"2014","Czechia","Road tractors","Per thousand inhabitants",":",""
"2014","Czechia","Trailers and semi-trailers","Number","426,233",""
"2014","Czechia","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2014","Czechia","Motorcycles","Number","518,440",""
"2014","Czechia","Motorcycles","Per thousand inhabitants",":",""
"2014","Czechia","Passenger cars","Number","4,833,386",""
"2014","Czechia","Passenger cars","Per thousand inhabitants","459",""
"2014","Czechia","Motor coaches, buses and trolley buses","Number","20,511",""
"2014","Czechia","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2014","Czechia","Special vehicles","Number","32,034",""
"2014","Czechia","Special vehicles","Per thousand inhabitants",":",""
"2014","Denmark","All vehicles (except trailers and motorcycles)","Number","2,784,230",""
"2014","Denmark","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2014","Denmark","Total utility vehicles","Number","441,244",""
"2014","Denmark","Total utility vehicles","Per thousand inhabitants",":",""
"2014","Denmark","Lorries","Number","426,694",""
"2014","Denmark","Lorries","Per thousand inhabitants",":",""
"2014","Denmark","Road tractors","Number","12,867",""
"2014","Denmark","Road tractors","Per thousand inhabitants",":",""
"2014","Denmark","Trailers and semi-trailers","Number","988,872",""
"2014","Denmark","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2014","Denmark","Motorcycles","Number","151,542",""
"2014","Denmark","Motorcycles","Per thousand inhabitants",":",""
"2014","Denmark","Passenger cars","Number","2,329,578",""
"2014","Denmark","Passenger cars","Per thousand inhabitants","412",""
"2014","Denmark","Motor coaches, buses and trolley buses","Number","13,408",""
"2014","Denmark","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2014","Denmark","Special vehicles","Number","1,683",""
"2014","Denmark","Special vehicles","Per thousand inhabitants",":",""
"2014","Germany (until 1990 former territory of the FRG)","All vehicles (except trailers and motorcycles)","Number","48,911,873",""
"2014","Germany (until 1990 former territory of the FRG)","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2014","Germany (until 1990 former territory of the FRG)","Total utility vehicles","Number","4,983,849",""
"2014","Germany (until 1990 former territory of the FRG)","Total utility vehicles","Per thousand inhabitants",":",""
"2014","Germany (until 1990 former territory of the FRG)","Lorries","Number","2,629,209",""
"2014","Germany (until 1990 former territory of the FRG)","Lorries","Per thousand inhabitants",":",""
"2014","Germany (until 1990 former territory of the FRG)","Road tractors","Number","2,081,763",""
"2014","Germany (until 1990 former territory of the FRG)","Road tractors","Per thousand inhabitants",":",""
"2014","Germany (until 1990 former territory of the FRG)","Trailers and semi-trailers","Number","6,500,419",""
"2014","Germany (until 1990 former territory of the FRG)","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2014","Germany (until 1990 former territory of the FRG)","Motorcycles","Number","4,054,946",""
"2014","Germany (until 1990 former territory of the FRG)","Motorcycles","Per thousand inhabitants",":",""
"2014","Germany (until 1990 former territory of the FRG)","Passenger cars","Number","43,851,230",""
"2014","Germany (until 1990 former territory of the FRG)","Passenger cars","Per thousand inhabitants","540",""
"2014","Germany (until 1990 former territory of the FRG)","Motor coaches, buses and trolley buses","Number","76,794",""
"2014","Germany (until 1990 former territory of the FRG)","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2014","Germany (until 1990 former territory of the FRG)","Special vehicles","Number","272,877",""
"2014","Germany (until 1990 former territory of the FRG)","Special vehicles","Per thousand inhabitants",":",""
"2014","Estonia","All vehicles (except trailers and motorcycles)","Number",":",""
"2014","Estonia","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2014","Estonia","Total utility vehicles","Number",":",""
"2014","Estonia","Total utility vehicles","Per thousand inhabitants",":",""
"2014","Estonia","Lorries","Number","86,039",""
"2014","Estonia","Lorries","Per thousand inhabitants",":",""
"2014","Estonia","Road tractors","Number","10,583",""
"2014","Estonia","Road tractors","Per thousand inhabitants",":",""
"2014","Estonia","Trailers and semi-trailers","Number","85,427",""
"2014","Estonia","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2014","Estonia","Motorcycles","Number","26,975",""
"2014","Estonia","Motorcycles","Per thousand inhabitants",":",""
"2014","Estonia","Passenger cars","Number","652,950",""
"2014","Estonia","Passenger cars","Per thousand inhabitants","497",""
"2014","Estonia","Motor coaches, buses and trolley buses","Number","4,706",""
"2014","Estonia","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2014","Estonia","Special vehicles","Number",":",""
"2014","Estonia","Special vehicles","Per thousand inhabitants",":",""
"2014","Ireland","All vehicles (except trailers and motorcycles)","Number","2,408,043",""
"2014","Ireland","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2014","Ireland","Total utility vehicles","Number","379,458",""
"2014","Ireland","Total utility vehicles","Per thousand inhabitants",":",""
"2014","Ireland","Lorries","Number","307,820",""
"2014","Ireland","Lorries","Per thousand inhabitants",":",""
"2014","Ireland","Road tractors","Number","10,014",""
"2014","Ireland","Road tractors","Per thousand inhabitants",":",""
"2014","Ireland","Trailers and semi-trailers","Number",":",""
"2014","Ireland","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2014","Ireland","Motorcycles","Number","34,540",""
"2014","Ireland","Motorcycles","Per thousand inhabitants",":",""
"2014","Ireland","Passenger cars","Number","2,018,180",""
"2014","Ireland","Passenger cars","Per thousand inhabitants","436",""
"2014","Ireland","Motor coaches, buses and trolley buses","Number","10,405",""
"2014","Ireland","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2014","Ireland","Special vehicles","Number","61,624",""
"2014","Ireland","Special vehicles","Per thousand inhabitants",":",""
"2014","Greece","All vehicles (except trailers and motorcycles)","Number","6,455,865",""
"2014","Greece","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2014","Greece","Total utility vehicles","Number","1,317,945",""
"2014","Greece","Total utility vehicles","Per thousand inhabitants",":",""
"2014","Greece","Lorries","Number","1,274,025",""
"2014","Greece","Lorries","Per thousand inhabitants",":",""
"2014","Greece","Road tractors","Number","22,542",""
"2014","Greece","Road tractors","Per thousand inhabitants",":",""
"2014","Greece","Trailers and semi-trailers","Number","52,692",""
"2014","Greece","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2014","Greece","Motorcycles","Number","1,592,929",""
"2014","Greece","Motorcycles","Per thousand inhabitants",":",""
"2014","Greece","Passenger cars","Number","5,110,873",""
"2014","Greece","Passenger cars","Per thousand inhabitants","471",""
"2014","Greece","Motor coaches, buses and trolley buses","Number","27,047",""
"2014","Greece","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2014","Greece","Special vehicles","Number","21,378",""
"2014","Greece","Special vehicles","Per thousand inhabitants",":",""
"2014","Spain","All vehicles (except trailers and motorcycles)","Number","27,590,727",""
"2014","Spain","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2014","Spain","Total utility vehicles","Number","5,501,416",""
"2014","Spain","Total utility vehicles","Per thousand inhabitants",":",""
"2014","Spain","Lorries","Number","4,839,484",""
"2014","Spain","Lorries","Per thousand inhabitants",":",""
"2014","Spain","Road tractors","Number","186,060",""
"2014","Spain","Road tractors","Per thousand inhabitants",":",""
"2014","Spain","Trailers and semi-trailers","Number","413,155",""
"2014","Spain","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2014","Spain","Motorcycles","Number","2,972,165",""
"2014","Spain","Motorcycles","Per thousand inhabitants",":",""
"2014","Spain","Passenger cars","Number","22,029,512",""
"2014","Spain","Passenger cars","Per thousand inhabitants","474",""
"2014","Spain","Motor coaches, buses and trolley buses","Number","59,799",""
"2014","Spain","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2014","Spain","Special vehicles","Number","475,872",""
"2014","Spain","Special vehicles","Per thousand inhabitants",":",""
"2014","France","All vehicles (except trailers and motorcycles)","Number","39,877,618",""
"2014","France","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2014","France","Total utility vehicles","Number","7,250,945",""
"2014","France","Total utility vehicles","Per thousand inhabitants",":",""
"2014","France","Lorries","Number","6,614,747",""
"2014","France","Lorries","Per thousand inhabitants",":",""
"2014","France","Road tractors","Number","198,591",""
"2014","France","Road tractors","Per thousand inhabitants",":",""
"2014","France","Trailers and semi-trailers","Number","383,224",""
"2014","France","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2014","France","Motorcycles","Number",":",""
"2014","France","Motorcycles","Per thousand inhabitants",":",""
"2014","France","Passenger cars","Number","32,529,927",""
"2014","France","Passenger cars","Per thousand inhabitants","489",""
"2014","France","Motor coaches, buses and trolley buses","Number","96,746",""
"2014","France","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2014","France","Special vehicles","Number","437,607",""
"2014","France","Special vehicles","Per thousand inhabitants",":",""
"2014","Croatia","All vehicles (except trailers and motorcycles)","Number","1,631,499",""
"2014","Croatia","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2014","Croatia","Total utility vehicles","Number","151,964",""
"2014","Croatia","Total utility vehicles","Per thousand inhabitants",":",""
"2014","Croatia","Lorries","Number","132,045",""
"2014","Croatia","Lorries","Per thousand inhabitants",":",""
"2014","Croatia","Road tractors","Number","8,662",""
"2014","Croatia","Road tractors","Per thousand inhabitants",":",""
"2014","Croatia","Trailers and semi-trailers","Number","35,273",""
"2014","Croatia","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2014","Croatia","Motorcycles","Number","61,688",""
"2014","Croatia","Motorcycles","Per thousand inhabitants",":",""
"2014","Croatia","Passenger cars","Number","1,474,495",""
"2014","Croatia","Passenger cars","Per thousand inhabitants","349",""
"2014","Croatia","Motor coaches, buses and trolley buses","Number","5,040",""
"2014","Croatia","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2014","Croatia","Special vehicles","Number","11,257",""
"2014","Croatia","Special vehicles","Per thousand inhabitants",":",""
"2014","Italy","All vehicles (except trailers and motorcycles)","Number","41,926,136",""
"2014","Italy","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2014","Italy","Total utility vehicles","Number","4,764,580",""
"2014","Italy","Total utility vehicles","Per thousand inhabitants",":",""
"2014","Italy","Lorries","Number","3,928,518",""
"2014","Italy","Lorries","Per thousand inhabitants",":",""
"2014","Italy","Road tractors","Number","149,950",""
"2014","Italy","Road tractors","Per thousand inhabitants",":",""
"2014","Italy","Trailers and semi-trailers","Number","347,606",""
"2014","Italy","Trailers and semi-trailers","Per thousand inhabitants",":",""
"2014","Italy","Motorcycles","Number","6,502,687",""
"2014","Italy","Motorcycles","Per thousand inhabitants",":",""
"2014","Italy","Passenger cars","Number","37,063,708",""
"2014","Italy","Passenger cars","Per thousand inhabitants","610",""
"2014","Italy","Motor coaches, buses and trolley buses","Number","97,848",""
"2014","Italy","Motor coaches, buses and trolley buses","Per thousand inhabitants",":",""
"2014","Italy","Special vehicles","Number","686,112",""
"2014","Italy","Special vehicles","Per thousand inhabitants",":",""
"2014","Cyprus","All vehicles (except trailers and motorcycles)","Number","588,521",""
"2014","Cyprus","All vehicles (except trailers and motorcycles)","Per thousand inhabitants",":",""
"2014","Cyprus","Total utility vehicles","Number","107,448",""
